timestamp ba_x ba_y ba_z bg_x bg_y bg_z
1660997390.875381 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997390.941267 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.007142 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.073033 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.139060 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.205076 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.271080 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.337073 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.403054 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.469024 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.534983 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.600931 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.666867 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.732793 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.798707 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.864609 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.930500 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997391.996380 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.062275 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.128304 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.194323 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.260330 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.326324 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.392309 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.458282 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.524244 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.590194 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.656133 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.722060 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.787977 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.853882 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.919776 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997392.985658 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.051552 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.117577 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.183590 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.249592 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.315583 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.381562 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.447529 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.513485 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.579430 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.645362 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.711284 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.777194 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.843093 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.908980 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997393.974856 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.040776 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.107214 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.173651 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.240088 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.306523 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.372958 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.439392 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.505824 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.572256 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.638688 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.705118 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.771548 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.837976 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.904405 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997394.970831 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.037256 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.103949 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.171221 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.238504 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.305796 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.373097 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.440409 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.507731 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.575063 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.642405 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.709757 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.777118 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.844489 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.911870 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997395.979262 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.046663 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.113762 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.180703 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.247991 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.315288 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.382596 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.449914 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.517242 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.584581 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.651929 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.719287 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.786656 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.854035 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.921424 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997396.988823 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.056233 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.123652 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.190576 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.257732 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.325031 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.392339 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.459658 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.526987 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.594326 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.661674 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.729034 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.796404 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.863784 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.931175 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997397.998575 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.065985 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.133406 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.200837 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.267519 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.334035 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.400553 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.467071 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.533589 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.600109 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.666629 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.733150 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.799671 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.866193 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.932716 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997398.999238 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.065762 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.132286 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.198812 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.265471 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.332835 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.400209 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.467596 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.534995 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.602405 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.669827 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.737260 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.804705 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.872160 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997399.939628 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.007108 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.074599 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.142102 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.209616 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.277039 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.343200 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.409354 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.475498 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.541634 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.607761 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.673879 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.739987 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.806087 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.872178 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997400.938261 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.004334 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.070398 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.136453 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.202499 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.268583 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.335175 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.401768 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.468364 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.534961 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.601561 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.668161 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.734765 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.801370 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.867977 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997401.934587 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.001198 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.067810 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.134425 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.201042 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.267664 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.334327 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.400993 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.467663 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.534335 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.601011 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.667690 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.734372 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.801058 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.867746 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997402.934438 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.001132 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.067831 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.134532 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.201237 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.267946 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.334683 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.401423 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.468169 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.534919 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.601674 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.668433 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.735197 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.801965 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.868737 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997403.935514 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.002296 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.069082 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.135873 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.202668 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.269443 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.335830 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.402213 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.468591 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.534964 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.601331 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.667694 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.734051 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.800403 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.866750 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.933092 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997404.999428 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.065760 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.132086 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.198406 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.264731 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.331120 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.397505 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.463885 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.530259 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.596628 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.662991 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.729350 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.795704 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.862052 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.928396 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997405.994734 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.061066 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.127394 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.193717 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.260041 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.326433 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.392820 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.459201 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.525577 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.591948 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.658314 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.724676 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.791032 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.857383 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.923728 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997406.990068 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.056403 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.122734 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.189059 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.255388 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.321779 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.388165 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.454546 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.520922 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.587292 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.653658 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.720018 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.786373 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.852722 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.919067 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997407.985406 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.051741 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.118070 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.184394 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.250722 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.317115 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.383505 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.449889 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.516268 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.582642 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.649010 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.715373 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.781731 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.848084 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.914433 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997408.980776 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.047113 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.113446 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.179773 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.246102 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.312489 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.378871 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
1660997409.445248 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
